Gene,Mean_Normalized_Counts,condition-cKOvsaFL.log2FC,condition-cKOvsaFL.FC,condition-cKOvsaFL.RawP,condition-cKOvsaFL.FDR,cKO_A2.stabilized,cKO_E1.stabilized,cKO_F1.stabilized,cKO_G1.stabilized,cKO_H1.stabilized,FL_A1.stabilized,FL_B1.stabilized,FL_C1.stabilized,FL_D1.stabilized,miR-15/16 seed-match location,AHC reads
Ncmap,12.73274917,-0.061794152,0.958071909,0.751174052,0.888004029,6.141388017,6.236962218,6.13511179,6.396850185,6.229802738,6.019900785,6.444987576,6.206989995,6.331640244,NA,NA
Ncoa1,956.0391818,0.285796988,1.219083536,0.049129131,0.228429464,10.4065608,9.990344928,10.30272884,10.08959439,9.950064871,9.892803212,10.06177924,9.990256562,9.328237111,NA,NA
Ncoa2,3112.204624,0.152487743,1.111484433,0.279971867,0.554803641,11.87163861,11.70432293,11.62978092,11.89383729,11.45429416,11.4601226,11.77219458,11.79153176,11.02854072,Not_3UTR,3
Ncoa3,6098.283831,0.075875342,1.054000347,0.478846283,0.722441614,12.67466432,12.68179931,12.48771524,12.79882262,12.48569244,12.57821177,12.67512725,12.65802038,12.24644997,NA,NA
Ncoa4,88.45833663,0.244027661,1.184294318,0.188427402,0.451482148,7.217887931,7.527533657,7.897439182,7.368397667,7.185837004,7.505463736,7.221300905,7.296962964,6.92434731,Not_3UTR,3
Ncoa5,1983.486533,0.089658336,1.064118145,0.134953788,0.380782472,11.06002503,10.99115462,11.04048616,11.1158868,11.06715555,10.97388207,10.92666814,11.01512115,10.95354986,NA,NA
Ncoa6,2678.416898,0.024252139,1.01695239,0.832855503,0.928124782,11.55956151,11.46697582,11.39600298,11.50760591,11.28391337,11.39009458,11.57962699,11.59459621,11.05150872,NA,NA
Ncoa7,1285.531494,-0.288906985,0.818521953,0.007966635,0.082532814,10.19260199,10.42438523,10.25563948,10.40906745,10.121066860000001,10.46646919,10.81361346,10.60110968,10.4067674,Not_3UTR,0
Ncor1,7069.937524,0.189549217,1.140407329,0.201645094,0.466469344,13.08887192,12.85917282,12.85791363,13.03880446,12.61862389,12.65974346,12.92380846,12.91998543,12.02726901,Not_3UTR,0
Ncor2,2708.987946,0.189377325,1.140271463,0.159228685,0.41468979500000003,11.784591,11.62650699,11.32713945,11.57221782,11.34073856,11.26245806,11.50445084,11.55423129,10.90471701,Not_3UTR,0
Ncr1,9.423911442,-0.381862757,0.767446052,NA,NA,6.07369536,6.021380716,5.972848937,5.491007067,5.697980861,6.801471346,6.086369202,5.86769505,6.303878464,NA,NA
Ncs1,194.679592,0.430401064,1.347608155,0.004899019,0.061518641,8.367021144,8.245785689,8.624646746,7.994597532,8.023481235,7.983563734,7.778700202,7.812795935,7.980802269,3UTR,53
Ncstn,2734.974174,0.30452729,1.235013909,5.65038e-4,0.015277379,11.58117479,11.6506177,11.58624454,11.70703857,11.42976725,11.39173692,11.25381308,11.35573385,11.11148093,TS,63
Ndc1,2265.171598,0.186146339,1.137720626,0.025533568,0.159878696,11.28422342,11.24739121,11.43347274,11.24253924,11.1885194,11.21376824,11.06197148,11.1274696,10.95887498,Not_3UTR,15
Ndc80,3547.649337,-0.12048255,0.919879919,0.145561021,0.394703745,11.66824144,11.7440832,11.66800536,11.88143468,11.88407889,11.7655714,11.95198861,11.88624998,11.97042425,NA,NA
Nde1,5936.569861,-0.037990058,0.974010981,0.708651425,0.865450735,12.28705679,12.56274026,12.41493397,12.65232239,12.73327718,12.44537813,12.58268848,12.59518153,12.68399118,NA,NA
Ndel1,1533.222403,0.041870968,1.029448008,0.550026047,0.769269916,10.65737771,10.6528956,10.74753754,10.70069139,10.64725025,10.67338081,10.67814935,10.69092787,10.5119983,NA,NA
Ndfip1,5529.733777,-0.030464092,0.979105285,0.74502099,0.884546902,12.5779548,12.48906275,12.49025693,12.40212765,12.22597438,12.6370799,12.34836661,12.48723086,12.40610771,NA,NA
Ndfip2,2200.522653,0.200977533,1.149476947,0.016121157,0.124302752,11.36324299,11.17952771,11.31686404,11.25941487,11.10349431,10.99420886,11.01804134,11.17892349,10.97848353,3UTR,12
Ndnf,8.483553114,0.121927737,1.088187934,NA,NA,6.141388017,6.205852041,6.16934025,5.974049955,6.201401631,6.320480186,5.962922352,6.02223266,5.871189572,3UTR,1
Ndnl2,969.7068832,-0.226932871,0.854449498,0.019084648,0.136275201,9.800522031,9.956462392,9.93375428,9.971478735,10.04319677,10.16830813,10.02857228,10.07395546,10.37067051,NA,NA
Ndor1,1619.453473,0.350338673,1.274859866,1.31317e-4,0.004947141,10.91120345,10.93107431,10.76528611,10.94011381,10.86743756,10.52255108,10.54934509,10.70699622,10.32305768,3UTR,11
Ndrg1,1355.257808,0.601523088,1.517317591,1.1e-8,2.34e-6,10.86446584,10.89425221,10.58950827,10.70949375,10.59281,9.994479314,10.00827352,10.16603325,10.30762599,NA,NA
Ndrg2,1004.219145,-0.098677942,0.933888397,0.348355294,0.622471686,10.04401815,10.10368606,10.05705054,9.897810704,10.12826776,10.18989114,10.00827352,9.968176616,10.38431314,NA,NA
Ndrg3,1971.894499,0.162583624,1.119289804,0.094560698,0.319271475,10.9632094,10.98533099,10.98891519,11.20133784,11.23977465,10.9584466,10.90050888,11.04351278,10.73683687,Not_3UTR,3
Ndrg4,85.70817195,0.185411616,1.137141365,0.208546217,0.473652063,7.435280798,7.304579352,7.264516462,7.513268497,7.489951648,7.194020285,7.261914364,7.451250105,7.192535439,NA,NA
Ndst1,1453.932485,0.219840566,1.164604878,NA,NA,10.85507853,10.66022662,10.65535873,10.91446298,10.43637075,10.38849038,10.7685201,10.76868496,9.351660263,3UTR,0
Ndst2,558.1845382,0.349102901,1.273768324,5.12319e-4,0.014104329,9.452413026,9.516909846,9.431681491,9.48200721,9.460675469,9.198969668,9.208153466,9.259486112,8.873037812,Not_3UTR,3
Ndufa1,1685.230094,-0.274779196,0.826576816,0.028215615,0.170032815,10.42425587,10.77440608,10.70525359,10.55493999,10.77879195,10.85108918,10.76530202,10.80064745,11.30964199,NA,NA
Ndufa10,5648.464372,-0.303460951,0.81030618,0.001350873,0.027668477,12.30704496,12.36873677,12.3048882,12.20597404,12.47914668,12.71018397,12.48806985,12.54271291,12.84930859,NA,NA
Ndufa11,2631.481994,-0.273753441,0.82716472,NA,NA,10.94017526,11.44168682,10.93318919,11.14212312,11.63005964,11.41561211,11.32764245,11.22302984,12.18677995,3UTR,0
Ndufa12,1458.472204,-0.293784536,0.815759317,0.018070138,0.132366688,10.3836292,10.50600959,10.46881072,10.25035473,10.60575528,10.74282975,10.59629175,10.52055196,11.10943034,NA,NA
Ndufa13,4791.931129,-0.365336531,0.776287773,NA,NA,11.77122209,12.16366089,11.81678722,11.96204999,12.37394658,12.26572041,12.28240099,12.15563255,13.0491413,NA,NA
Ndufa2,3118.526988,-0.346773953,0.786340489,NA,NA,10.98256939,11.53481542,11.28266072,11.27550283,11.86913536,11.53634111,11.68338916,11.43447936,12.58444393,Not_3UTR,10
Ndufa3,2987.674699,-0.378899955,0.769023742,NA,NA,10.97325565,11.5353136,11.25959795,11.26956524,11.69041048,11.55941712,11.69653601,11.5757702,12.31594883,NA,NA
Ndufa4,5407.380347,-0.129925987,0.913878333,0.328906679,0.603335693,12.0986927,12.46756285,12.31553325,12.34145383,12.52480937,12.33591774,12.32097279,12.31807353,12.93841549,NA,NA
Ndufa5,1647.838825,-0.395852646,0.760040053,0.003413163,0.049068732,10.39464207,10.57066435,10.55493253,10.42733007,10.77879195,10.96581744,10.82215556,10.66648421,11.39235474,NA,NA
Ndufa6,2194.386182,-0.264911649,0.8322497,0.021632647,0.145862173,10.97392292,11.08943436,11.01457808,10.89067076,11.14249573,11.18374495,11.21425125,11.11012564,11.65289651,Not_3UTR,0
Ndufa7,2505.897801,-0.322265749,0.799812786,0.012992829,0.10968496,10.92438194,11.37032295,11.03770764,11.1349556,11.34331588,11.40751718,11.43225553,11.31614244,11.88632032,NA,NA
Ndufa8,3209.103924,-0.34648906,0.786495786,NA,NA,11.29226964,11.58331825,11.34185361,11.38225602,11.80664303,11.80101852,11.70747073,11.59363673,12.36058395,NA,NA
Ndufa9,4902.227187,-0.184310408,0.880069639,0.120685302,0.359701973,11.98880414,12.2686425,12.17378095,12.12346632,12.37646473,12.31703073,12.24161261,12.21921633,12.73429799,NA,NA
Ndufab1,617.4592244,-0.026330099,0.9819149,0.78048673,0.902987624,9.427203828,9.582225782,9.498103694,9.334469615,9.392350061,9.453988081,9.391242406,9.405056611,9.633332163,NA,NA
Ndufaf1,913.3482313,-0.321969068,0.79997728,0.005875002,0.069091238,9.806540219,9.767124673,9.829782414,9.701391862,9.948709075,10.05801421,10.01913519,9.951766258,10.4710373,NA,NA
Ndufaf2,558.1836307,-0.355803646,0.781434228,0.004287473,0.05688745,9.163702054,9.21349806,9.269888699,8.980936144,9.190824775,9.437054833,9.346542284,9.364955996,9.85561968,NA,NA
Ndufaf3,658.8608894,-0.172570689,0.887260293,0.218401587,0.485596377,9.180077452,9.591867397,9.286447508,9.508559375,9.674539596,9.464470492,9.56841386,9.45683277,10.00009814,Not_3UTR,0
Ndufaf4,1303.795136,-0.159627342,0.895256292,0.102288318,0.331772269,10.38563782,10.43297316,10.52646325,10.17984644,10.29961145,10.57941739,10.3786801,10.48267296,10.66416819,NA,NA
Ndufaf5,557.883569,-0.2968939,0.814003047,0.015460065,0.121336594,9.040915693,9.310300784,9.145668113,9.122988954,9.337316718,9.437054833,9.315946042,9.351335187,9.790421741,NA,NA
Ndufaf6,402.4196692,-0.124379716,0.917398392,0.289820048,0.567374789,8.837177174,8.89176755,8.896653002,8.714205577,9.035262904,8.996591433,8.83741583,8.873479267,9.235551722,NA,NA
Ndufaf7,910.4987828,-0.41746132,0.748741009,0.001146529,0.024948475,9.543630739,9.800742994,9.738419618,9.665570698,9.983550542,10.08266219,10.14345054,9.947257984,10.51716644,NA,NA
Ndufaf8,545.996272,-0.194285534,0.874005623,NA,NA,9.130375644,9.319629626,9.071063254,9.112346014,9.392350061,9.291489922,9.198592246,9.145595385,9.892726202,NA,NA
Ndufb10,3281.115409,-0.37779668,0.769612064,NA,NA,11.30399013,11.59244314,11.38183384,11.42828481,11.79124826,11.786528,11.76496591,11.71595312,12.39127968,NA,NA
Ndufb11,3700.06046,-0.079660471,0.946280322,0.540208098,0.762631099,11.65415986,11.93323785,11.69205379,11.80961011,12.10120633,11.77860032,11.80232242,11.76450466,12.32068175,NA,NA
Ndufb2,875.4704646,-0.383211739,0.766728792,NA,NA,9.620866019,9.802403416,9.705455731,9.613868289,9.815185845,9.900529506,9.888975846,9.974097854,10.60715503,NA,NA
Ndufb3,1303.879229,-0.304313425,0.80982752,0.022404866,0.148607695,10.08911769,10.41466218,10.25803091,10.20373525,10.44215749,10.4901879,10.44758519,10.40269133,11.03143182,NA,NA
Ndufb4,177.3523552,-0.342016264,0.788937947,NA,NA,7.966445101,7.971125289,7.770921651,7.810222972,7.87816862,8.059356923,8.027156854,7.980463463,8.549173648,NA,NA
Ndufb5,3724.640627,-0.312528512,0.805229252,0.020560016,0.141793213,11.55064581,11.82739078,11.68452615,11.5717354,11.96695621,11.99534886,11.89684096,11.83236644,12.5045442,NA,NA
Ndufb6,1799.042419,-0.231667144,0.851650176,0.058595772,0.249193922,10.72871121,10.86283168,10.76108005,10.67665283,10.79846667,10.88725335,10.89242012,10.7780104,11.41355911,NA,NA
Ndufb7,5456.850318,-0.389454007,0.763418468,NA,NA,11.75656556,12.26083276,11.85594632,12.13134367,12.68350936,12.34244189,12.55268867,12.27024235,13.37681508,NA,NA
Ndufb8,2875.235188,-0.222921302,0.856828693,0.048843184,0.227722766,11.34427741,11.52129926,11.36973485,11.33186298,11.53316242,11.6394686,11.47472542,11.48088392,11.9868955,NA,NA
Ndufb9,3188.281393,-0.357439006,0.780548938,NA,NA,11.2804531,11.50256891,11.47308115,11.39267307,11.73151676,11.71136932,11.7299198,11.66113767,12.34120761,NA,NA
Ndufc1,1263.909515,-0.295983231,0.81451703,NA,NA,10.04656115,10.2615435,10.24964345,10.07466805,10.50432231,10.42747363,10.31514489,10.24402371,11.15056286,NA,NA
Ndufc2,3170.263533,-0.221420827,0.857720301,0.096250652,0.322165773,11.64581189,11.55559195,11.59477415,11.37287128,11.58938884,11.71662009,11.61891669,11.49842046,12.25605639,NA,NA
Ndufs1,4098.180502,-0.034282216,0.976517487,0.53654507,0.759941071,12.0117217,11.99719053,12.08307148,12.00841268,11.98059355,12.10384834,12.05205195,12.04417513,12.0013394,NA,NA
Ndufs2,5656.297761,-0.14034455,0.907302444,0.029019503,0.172644464,12.33379187,12.46468927,12.40095344,12.43432213,12.47867798,12.58707717,12.49026298,12.53123486,12.64866744,NA,NA
Ndufs3,1456.699977,-0.299241978,0.812679283,0.014176096,0.115170191,10.32097972,10.38730394,10.39903689,10.37626303,10.70372658,10.65342929,10.72279945,10.53362772,11.07621787,NA,NA
Ndufs4,2509.288247,-0.300041069,0.812229275,NA,NA,11.0068984,11.23087627,11.2276529,11.07697533,11.34743003,11.34163427,11.34444641,11.26943665,12.00023345,NA,NA
Ndufs5,169.6273317,-0.127868202,0.915182771,NA,NA,7.606101332,8.053756406,7.818940519,8.052755571,8.018171528,7.953246127,7.798527862,7.826464978,8.46485013,NA,NA
Ndufs6,1744.157703,-0.460969908,0.726497678,NA,NA,10.41149795,10.6528956,10.55590426,10.38178261,10.84214107,11.02275869,10.83755807,10.81472007,11.61534384,NA,NA
Ndufs7,2486.417273,-0.306523884,0.808587674,NA,NA,10.95444565,11.26672261,10.91058493,11.03908019,11.50581644,11.34333271,11.30787918,11.18594448,12.08056357,NA,NA
Ndufs8,2916.719267,-0.233715123,0.850442073,0.09512377,0.320102282,11.15545814,11.51525117,11.27383403,11.42454923,11.71051135,11.49975103,11.57090218,11.48967885,12.1214863,NA,NA
Ndufv1,4133.302661,-0.240018596,0.846734398,0.051315864,0.234350487,11.71846317,12.01372863,11.78525567,11.88221298,12.15851538,12.13490079,12.00986914,12.01831126,12.51516422,NA,NA
Ndufv2,4750.747838,-0.404860773,0.75530918,5.84257e-4,0.015590224,11.90943804,12.01729892,12.0344392,11.95318859,12.20600923,12.35708428,12.38366388,12.23898511,12.82598846,3UTR,0
Ndufv3,3552.021437,-0.371345514,0.773061173,0.002670032,0.042670318,11.55822766,11.7496748,11.62701144,11.43413552,11.77645036,12.02774367,11.92701903,11.74648883,12.39071714,NA,NA
Neat1,5516.440942,-0.028379604,0.980520974,0.790728717,0.908653194,12.50668814,12.42599665,12.13986332,12.37003066,12.69646594,12.35456063,12.55385412,12.44317421,12.51877274,3UTR,460
Neb,416.7638623,0.411025404,1.329630521,0.030060243,0.175277114,9.818501425,8.882316663,9.253135548,9.13355294,8.546239654,8.679423835,8.874047044,8.923636186,7.871507084,Not_3UTR,0
Nebl,277.0222288,-0.030679412,0.978959165,0.852934422,0.937871242,8.375274144,8.453452981,8.329318701,8.63416479,8.599672467,7.959364272,8.843587237,8.753673071,8.32796627,TS,1
Necab3,84.7914958,0.209696535,1.156444905,0.19570844,0.459377768,7.401595279,7.527533657,7.13287128,7.377958295,7.551929999,7.001765148,7.320399589,7.296962964,7.372393619,3UTR,0
Necap1,596.7269054,0.197929414,1.147050902,0.05616492,0.24513751,9.419356921,9.452713672,9.649990971,9.656473823,9.2735746550000009,9.32872051,9.324754892,9.323697779,9.260531989,NA,NA
Necap2,2510.326924,-0.073021931,0.95064465,0.486521611,0.728794816,11.22884395,11.36023531,11.11355067,11.31581901,11.49982249,11.31879507,11.29175938,11.28497582,11.62063166,3UTR,12
Nectin1,10.70695805,0.033612747,1.023572113,0.862375259,0.942132839,6.258015995,6.102301173,6.290755957,6.17101591,6.140576422,6.397243442,6.155486532,6.064264584,6.027133166,NA,NA
Nectin2,121.0385894,-0.308204856,0.807646087,0.056724603,0.245311678,7.789003711,7.593922758,7.623236302,7.309431347,7.273935013,7.851375322,7.569856102,7.734993665,7.949565977,Not_3UTR,0
Nectin3,44.44122969,-0.227163491,0.854312922,0.184817193,0.446767476,6.715567471,6.789051929,6.782026449,6.891297244,6.859301733,6.769515399,6.994231176,7.132181341,6.849773816,Not_3UTR,0
Nectin4,5.399711,0.245957236,1.185879347,0.139864228,0.386616565,6.258015995,6.102301173,6.018354345,6.061500293,5.697980861,5.86603239,5.79026811,6.02223266,5.801722886,NA,NA
Nedd1,1963.486931,-0.052733569,0.964107839,0.60361805,0.802615433,11.02439636,10.9012284,11.08085924,11.08983824,10.77268374,10.98553246,11.17841873,11.11414666,10.82946407,NA,NA
Nedd4,974.449374,0.208015647,1.155098312,0.287914983,0.564864941,10.49480012,9.683073656,10.89531602,9.850769223,9.667956867,10.35742292,9.692498731,9.853987291,9.202409406,NA,NA
Nedd4l,583.5096498,0.44140565,1.357926741,1.32e-6,1.3441e-4,9.608853658,9.424911406,9.524231276,9.585383785,9.6278129,9.118777044,9.250403113,9.202412143,9.009349344,TS,0
Nedd8,5254.436494,-0.316463261,0.803036094,0.017015597,0.128277231,11.95406832,12.24751917,12.17346467,12.17200838,12.4713937,12.49739753,12.43592657,12.29730545,12.96511018,NA,NA
Nedd9,2316.694254,0.102288112,1.073474642,0.389453887,0.655505789,11.21818404,11.22841344,11.38456951,11.39975741,11.15311214,11.25164533,11.30843183,11.30152512,10.7474278,NA,NA
Nefh,2658.140508,-0.101517849,0.93205187,0.470045148,0.716901874,11.67071222,11.2613118,11.61308368,11.02222669,11.1781615,11.74301983,11.2743262,11.28497582,11.58959081,NA,NA
Neil1,356.275999,0.146081728,1.106560037,0.206565362,0.471808222,8.732741778,8.820950203,8.963116846,8.80660704,8.883611372,8.638934429,8.55411789,8.652911555,8.967380974,NA,NA
Neil2,31.75475159,0.009278403,1.006452024,0.960407789,0.985479066,6.667555207,6.756515251,6.508060812,6.684417596,6.729584426,6.847638723,6.787658561,6.515323102,6.457312602,NA,NA
Neil3,2541.041019,-0.051558159,0.964893648,0.64421946,0.826467754,11.27667289,11.32839245,11.10561289,11.55377164,11.38093122,11.1582389,11.49331474,11.56601965,11.31202132,NA,NA
Nek1,639.7002696,0.249415079,1.188725065,0.068473447,0.270080883,9.825926883,9.568617582,9.805436454,9.577691306,9.20912785,9.349244036,9.38072561,9.555083345,9.109149546,Not_3UTR,5
Nek2,3480.232697,0.422427314,1.340180494,4.9e-6,3.72294e-4,11.891545,11.98921347,11.82325361,12.13232532,12.04247748,11.52341522,11.60503934,11.65930468,11.36454372,NA,NA
Nek3,127.0014598,-0.174535985,0.886052455,0.248054426,0.52035509,7.492149841,7.617964489,7.599571005,7.571803278,7.84833141,7.682306913,7.765315221,7.547321134,8.035274673,NA,NA
Nek4,294.8224023,-0.055536477,0.962236562,0.682993913,0.850148015,8.527149741,8.536664746,8.609565352,8.699986946,8.32649975,8.650093028,8.75463584,8.689730333,8.228585281,Not_3UTR,0
Nek6,1046.830954,0.413680497,1.332079787,0.021699324,0.14602217,10.6254479,10.08744828,10.92569376,10.08824383,9.815185845,10.34390023,9.494315661,9.801649627,9.446049952,NA,NA
Nek7,4356.199147,0.030604305,1.021439889,0.733197571,0.877939636,12.12204919,12.06981904,12.10147599,12.2611636,12.09876832,12.02033226,12.24652242,12.20452411,11.90377463,NA,NA
Nek8,598.9825288,0.002184906,1.001515609,0.980970537,0.993433418,9.340504493,9.416247005,9.323590326,9.502475518,9.520412035,9.270113125,9.480600355,9.431178929,9.491007475,Not_3UTR,0
Nek9,3427.229042,0.231080691,1.173713823,0.039709979,0.204651981,11.97654185,11.89182643,11.91276085,11.96462434,11.65558257,11.6941711,11.71957014,11.79612646,11.28684034,Not_3UTR,2
Nelfa,2115.933499,0.054957239,1.038828312,0.462923932,0.711716339,11.0793758,11.21727835,10.9910713,11.1499018,11.20335065,11.05006068,11.03617489,11.05680537,11.15719532,3UTR,11
Nelfb,3377.679386,0.110380839,1.079513166,0.207473017,0.472635348,11.66494048,11.8483892,11.6706973,11.86970957,11.96628766,11.6237167,11.67954978,11.66479666,11.80673944,NA,NA
Nelfcd,2919.391255,-0.230730506,0.852203271,0.091692618,0.315063062,11.20346788,11.4856557,11.22826223,11.43519674,11.74405271,11.53535092,11.55282627,11.51979289,12.08509103,NA,NA
Nelfe,2951.406051,-0.217919166,0.85980466,0.096136213,0.321923387,11.4108257,11.49797585,11.39111402,11.31466615,11.64851491,11.67136713,11.48649389,11.42156003,12.11434849,Not_3UTR,2
Nemf,2575.856399,0.064435115,1.045675427,0.54738666,0.767707392,11.49084408,11.31916381,11.5472244,11.40950939,11.26283001,11.45122474,11.45838532,11.39095698,11.02419318,Not_3UTR,11
Nemp1,1703.838506,0.283429279,1.217084452,0.011980335,0.105319853,10.95782263,10.92728228,10.98891519,11.03067808,10.73940093,10.58421612,10.81439211,10.77716513,10.31358085,3UTR,43
Nemp2,1268.034797,0.072389904,1.051457039,0.476017928,0.721117868,10.31992962,10.44575975,10.26161061,10.54612048,10.58759912,10.16830813,10.47247406,10.37501186,10.42448199,Not_3UTR,12
Nenf,592.2363543,-0.546327303,0.684761121,NA,NA,9.053682181,9.128372905,8.942305118,8.914983031,9.35794732,9.391627157,9.532793402,9.339884496,10.37523244,NA,NA
Neo1,12.20829247,0.609659632,1.525899168,0.001758408,0.032448229,6.230721361,6.469953017,6.441871789,6.234576773,6.40219548,6.100601603,6.048404186,6.103279532,5.801722886,Not_3UTR,0
Nepro,667.7527428,0.243163909,1.183585485,0.048470392,0.22668409,9.713504863,9.659435927,9.722899527,9.710209084,9.498301916,9.491370785,9.532793402,9.574730433,9.015244874,Not_3UTR,0
Nes,5.8838446190000004,-0.019987754,0.986241076,0.902370289,0.959951233,6.141388017,6.102301173,6.13511179,5.797363301,5.491007067,6.100601603,6.048404186,5.86769505,6.027133166,NA,NA
Nespas,44.26366874,0.027360378,1.019145742,0.865760634,0.943291549,6.819411648,6.938153961,6.813420381,6.905644133,6.899214997,6.769515399,6.888990744,6.897674687,6.880225238,NA,NA
Net1,1595.832337,-0.104356472,0.930219783,0.141840028,0.390039038,10.60232296,10.65748186,10.64261022,10.69183493,10.75961717,10.66615764,10.8298774,10.82293434,10.77184133,Not_3UTR,1
Neto1,5.320595723,0.407482944,1.32636969,0.017504558,0.130274593,5.99647745,6.236962218,5.972848937,6.203562058,5.952244695,5.491007067,5.857199134,5.925560861,5.801722886,3UTR,0
Neto2,384.1790146,0.436206133,1.35304154,4.96341e-4,0.013849169,9.230351654,8.925891429,9.119470013,9.112346014,8.77678752,8.542329462,8.748062633,8.760602185,8.473514973,3UTR,7
Neu1,1167.244524,-0.334199599,0.793224092,1.25703e-4,0.004802155,10.15892786,10.14087597,10.26874343,10.02752725,10.08697751,10.57653045,10.35959207,10.37501186,10.54475831,3UTR,12
Neu3,469.5715915,-0.319113525,0.801562252,5.74894e-4,0.015482303,8.96181037,9.054730136,8.966065193,9.07719644,8.845959715,9.253262549,9.326948643,9.342181987,9.155209914,NA,NA
Neurl1b,619.4530467,0.237180444,1.178686822,0.139271601,0.38568393,9.367274831,9.616636154,9.046227975,9.811993928,9.882078517,8.937378368,9.572112368,9.362694857,9.302020172,3UTR,0
Neurl2,11.13809814,-0.12338278,0.918032555,0.523411293,0.75100027,6.284288629,5.975619219,6.318093011,6.019666398,6.171718376,6.061752769,6.327209153,6.206989995,6.331640244,NA,NA
Neurl3,2158.977293,0.08765008,1.062637905,0.344383294,0.618818165,11.29654267,11.11898776,11.35362947,11.02575413,11.04135262,11.1582389,10.99899206,11.08371204,11.09084257,NA,NA
Neurl4,1507.40422,0.181830269,1.134322026,0.055066971,0.242916253,10.73108186,10.80448827,10.5155156,10.75611884,10.7696199,10.50037975,10.59629175,10.67013177,10.35689734,Not_3UTR,2
Nf1,474.8212223,0.172445977,1.126967551,0.263521298,0.537446888,9.622573881,9.115019689,9.257942262,9.046760882,8.897830401,9.137283641,9.174404864,9.110925024,8.624838946,Not_3UTR,0
Nf2,3429.669966,0.160531423,1.117698771,0.072399214,0.277908357,11.9038484,11.83994584,11.88868528,11.88299085,11.73975576,11.76134329,11.73773617,11.78566271,11.43445618,TS,25
Nfat5,2219.590278,0.024807817,1.017344161,0.884719298,0.952158353,11.59598364,11.01421664,11.06729976,11.17870364,10.98700002,10.92025748,11.5625876,11.46785196,10.37181235,3UTR,17
Nfatc1,5499.98213,0.113063315,1.081522227,0.214895462,0.481320534,12.53566384,12.61008416,12.38355851,12.59508857,12.35517436,12.39932424,12.48293952,12.43970831,12.1874279,Not_3UTR,0
Nfatc2,3604.62631,0.167048811,1.122759408,0.144245071,0.393368682,12.06183555,11.9616825,11.83329965,12.01445962,11.74639112,11.87918989,11.82296625,11.85816234,11.37596002,3UTR,3
Nfatc2ip,1498.17168,0.124687297,1.090271391,0.156522086,0.411184154,10.57530598,10.67296679,10.62605172,10.80457203,10.73940093,10.40486188,10.58993798,10.70255074,10.53256047,3UTR,45
Nfatc3,7235.594525,0.152910648,1.111810297,0.155748291,0.410499372,12.95812923,12.87794847,12.86811178,13.01469856,12.82037727,12.74185607,12.86192248,12.93161013,12.385362,TS,18
Nfe2,7.584672087,0.061499188,1.04354961,0.746016947,0.885248275,6.202286357,5.975619219,6.098825601,5.974049955,6.171718376,6.019900785,5.962922352,6.139823135,6.108906869,Not_3UTR,0
Nfe2l1,3147.906575,0.270658161,1.206358046,5.06e-5,0.002340305,11.78497116,11.77436115,11.78608345,11.79563224,11.73269664,11.53683596,11.57641873,11.53086282,11.36052656,TS,67
Nfe2l2,2171.68187,0.10292358,1.073947583,0.127212381,0.369559646,11.23163614,11.2339489,11.098964519999999,11.2467767,11.11681327,11.15437376,11.0481384,11.0616719,11.07341531,NA,NA
Nfia,51.85536561,-0.241260909,0.846005584,0.161823587,0.417770825,6.715567471,7.093927655,6.843898413,6.876757291,6.950247633,6.934380685,7.261914364,7.033890084,6.966759417,3UTR,0
Nfic,766.9968323,0.209054286,1.155930201,0.192698074,0.456646421,10.09772511,9.797416376,9.691346325,10.00908623,9.533153677,9.682960076,9.745833845,9.865186207,8.945922223,3UTR,6
Nfil3,804.5905086,0.311843129,1.241292513,0.102506949,0.33205016,10.54687548,9.852946446,10.80423421,9.34130994,9.127256914,10.07175967,8.76769115,8.957117901,9.227971557,Not_3UTR,32
Nfix,441.1013868,-0.087913502,0.940882517,0.519713889,0.748911697,9.101176043,8.980018217,8.617126279,8.995507545,9.247259101,8.872424106,9.245770021,9.027538394,9.184239295,Not_3UTR,0
Nfkb1,11469.07823,0.24916976,1.188522949,0.010237324,0.096031282,13.59482996,13.65095225,13.59948594,13.74219458,13.43761887,13.38253001,13.43262763,13.45167223,13.0775551,3UTR,283
Nfkb2,2984.533892,0.020060034,1.014001674,0.826498466,0.925057949,11.59207842,11.81964137,11.52557722,11.54199866,11.46947327,11.44174325,11.66926117,11.57819757,11.5983888,Not_3UTR,22
Nfkbia,3518.609047,-0.21266683,0.862940605,0.066255818,0.266355046,11.46592674,11.9672309,11.47718786,11.82669194,11.74794796,11.75412693,12.02675628,11.9453553,12.01746331,NA,NA
Nfkbib,1695.661092,-0.222462432,0.857101263,0.051309723,0.234350487,10.57442597,10.78366467,10.5529871,10.65311917,10.87315779,10.93610515,10.83064731,10.69630393,11.19507324,3UTR,1
Nfkbid,1073.004171,-0.275489712,0.826169834,0.008998055,0.089323762,9.964212994,10.22738206,9.957508545,10.03315414,10.05961423,10.27431255,10.24982715,10.17762018,10.57876811,Not_3UTR,25
Nfkbie,788.9090782,-0.249214908,0.841354143,0.015540011,0.121812188,9.508947109,9.879926339,9.60175831,9.717224044,9.57599829,9.801653462,10.03661219,9.832954694,9.938186396,Not_3UTR,19
